gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,difference
Tbcc,0.001152597,0.340327535,0.115,0.02,1,AMG4,0.095
Gm33370,0.001079344,0.507753075,0.128,0.034,1,AMG3,0.094
Zscan21,0.001261893,0.296988963,0.128,0.034,1,AMG3,0.094
Ulk1,0.001314775,0.260392693,0.128,0.034,1,AMG3,0.094
Ints13,0.001375927,0.272016902,0.128,0.034,1,AMG3,0.094
Adcy3,0.009257253,0.29566009,0.149,0.055,1,AMG3,0.094
Baalc,0.001401734,0.450744627,0.115,0.021,1,AMG4,0.094
Plxnc1,0.00157179,0.734970614,0.115,0.021,1,AMG4,0.094
Sh3d19,0.001745801,0.581027042,0.115,0.021,1,AMG4,0.094
Acvr1c,0.001798677,0.521246509,0.115,0.021,1,AMG4,0.094
Ttbk1,0.001908871,0.364331042,0.115,0.021,1,AMG4,0.094
Cyth2,0.001951768,0.396081897,0.115,0.021,1,AMG4,0.094
Gm47889,0.002010341,0.396819734,0.115,0.021,1,AMG4,0.094
Sult6b1,0.002070522,0.3341302,0.115,0.021,1,AMG4,0.094
Stag3,1.08E-06,0.409696962,0.106,0.013,0.027356217,AMG3,0.093
Rad51c,1.20E-06,0.460433817,0.106,0.013,0.030476532,AMG3,0.093
Fancd2,1.35E-06,0.293024338,0.106,0.013,0.034270575,AMG3,0.093
Pdgfra,1.38E-06,0.302385404,0.106,0.013,0.035116253,AMG3,0.093
Wdr89,0.001363498,0.397865524,0.128,0.035,1,AMG3,0.093
Uck2,0.001416506,0.403059886,0.128,0.035,1,AMG3,0.093
Gcfc2,0.001481297,0.347409202,0.128,0.035,1,AMG3,0.093
Gm48293,0.001590666,0.307143549,0.128,0.035,1,AMG3,0.093
Dnah10,0.002051839,0.561163936,0.115,0.022,1,AMG4,0.093
Olfr56,0.002127421,0.696172347,0.115,0.022,1,AMG4,0.093
Dock6,0.002205548,0.531458536,0.115,0.022,1,AMG4,0.093
Akr1e1,0.002205548,0.435027011,0.115,0.022,1,AMG4,0.093
Gltp,0.002637103,0.330396238,0.115,0.022,1,AMG4,0.093
C1qc,3.04E-12,0.683851855,0.67,0.578,7.72E-08,Homeostatic microglia,0.092
Stk38l,3.06E-05,0.389779987,0.199,0.107,0.777427322,AMG1,0.092
3-Mar,0.000108968,0.399235846,0.227,0.135,1,AMG1,0.092
Arhgap33,2.89E-06,0.379280888,0.106,0.014,0.073554722,AMG3,0.092
Gm10603,2.92E-06,0.307331272,0.106,0.014,0.074237575,AMG3,0.092
Zbtb9,0.001653482,0.353326545,0.128,0.036,1,AMG3,0.092
Usp49,0.002072175,0.305260769,0.128,0.036,1,AMG3,0.092
Rrs1,0.002881306,0.55587643,0.115,0.023,1,AMG4,0.092
Flot2,0.003217169,0.56824901,0.115,0.023,1,AMG4,0.092
Gm47283,7.44E-06,0.472381231,0.599,0.507,0.189173865,AMG2,0.092
Gm20456,6.00E-06,0.323046893,0.106,0.015,0.152599587,AMG3,0.091
Rpa2,6.11E-06,0.346409745,0.106,0.015,0.15529654,AMG3,0.091
Ddx49,0.001918089,0.397627375,0.128,0.037,1,AMG3,0.091
Nde1,0.002287374,0.454122902,0.128,0.037,1,AMG3,0.091
Ascl4,0.002404815,0.454774473,0.128,0.037,1,AMG3,0.091
Nubp1,0.00254733,0.281162964,0.128,0.037,1,AMG3,0.091
Ciapin1,0.002655984,0.251826508,0.128,0.037,1,AMG3,0.091
Ms4a6c,0.002700613,0.387065299,0.128,0.037,1,AMG3,0.091
Ube2ql1,0.003079138,0.315640198,0.128,0.037,1,AMG3,0.091
Rpia,0.003116998,0.293407732,0.128,0.037,1,AMG3,0.091
Cckbr,0.003980885,0.442840178,0.115,0.024,1,AMG4,0.091
Aldoc,0.004060668,0.495529058,0.115,0.024,1,AMG4,0.091
Stx3,0.004169301,0.383974971,0.115,0.024,1,AMG4,0.091
Nectin4,0.004308798,0.35586591,0.115,0.024,1,AMG4,0.091
Nxt1,0.004394514,0.32855529,0.115,0.024,1,AMG4,0.091
2700038G22Rik,1.17E-05,0.289259934,0.106,0.016,0.297101756,AMG3,0.09
Aldh3b1,1.20E-05,0.328166283,0.106,0.016,0.304610902,AMG3,0.09
Klf2,0.003335979,0.298364946,0.128,0.038,1,AMG3,0.09
Cc2d2a,0.003423923,0.361184532,0.128,0.038,1,AMG3,0.09
Msl3,0.003678585,0.323403305,0.128,0.038,1,AMG3,0.09
Piga,0.005316327,0.328570778,0.115,0.025,1,AMG4,0.09
Myo1e,0.002990564,0.345087412,0.392,0.303,1,AMG1,0.089
Lgals3bp,0.005281308,0.640517827,0.115,0.026,1,AMG4,0.089
Mzf1,0.005517103,0.559548087,0.115,0.026,1,AMG4,0.089
Mrpl39,0.006017402,0.4294987,0.115,0.026,1,AMG4,0.089
Rbfa,0.006167665,0.438063921,0.115,0.026,1,AMG4,0.089
Pih1d1,0.007099126,0.297885707,0.115,0.026,1,AMG4,0.089
Bag3,6.77E-05,0.660359273,0.238,0.149,1,AMG2,0.089
Calml4,1.63E-05,0.551101438,0.106,0.017,0.413860347,AMG3,0.089
Gm29170,3.32E-05,0.419332806,0.106,0.017,0.843447233,AMG3,0.089
Gm3235,3.72E-05,0.316281237,0.106,0.017,0.945037731,AMG3,0.089
Gpr137b,0.003718414,0.368080464,0.128,0.039,1,AMG3,0.089
Pyroxd1,0.003959112,0.311118998,0.128,0.039,1,AMG3,0.089
Gm26944,9.65E-08,0.314256987,0.132,0.044,0.002454086,AMG1,0.088
Cops2,1.41E-05,0.263289679,0.165,0.077,0.357621474,AMG1,0.088
Ddx54,0.006969489,0.483924213,0.115,0.027,1,AMG4,0.088
Ercc3,0.007805282,0.326701348,0.115,0.027,1,AMG4,0.088
Spag1,0.008685513,0.438879914,0.115,0.027,1,AMG4,0.088
Myo19,5.02E-05,0.374473955,0.106,0.018,1,AMG3,0.088
Dclre1b,6.16E-05,0.29206483,0.106,0.018,1,AMG3,0.088
Bud23,0.004509553,0.357860473,0.128,0.04,1,AMG3,0.088
Slc29a1,0.004748015,0.330046429,0.128,0.04,1,AMG3,0.088
Mfsd12,0.00506451,0.258071512,0.128,0.04,1,AMG3,0.088
Lsamp,4.11E-06,0.499853788,0.49,0.402,0.104430174,Homeostatic microglia,0.088
Dab2,0.001216949,0.450279166,0.333,0.246,1,AMG1,0.087
Ltc4s,2.05E-05,0.636014219,0.279,0.192,0.521579519,Homeostatic microglia,0.087
Sh3bgrl,0.008877687,0.804580896,0.115,0.028,1,AMG4,0.087
Mblac2,0.008877687,0.617243954,0.115,0.028,1,AMG4,0.087
N4bp2,0.006269022,0.31183746,0.128,0.041,1,AMG3,0.087
Naglu,0.006338434,0.259866787,0.128,0.041,1,AMG3,0.087
Lsm4,0.006550839,0.255661365,0.128,0.041,1,AMG3,0.087
Ccnd3,5.10E-06,0.502599234,0.603,0.516,0.12955686,AMG2,0.087
Scpep1os,0.000130048,0.497649683,0.106,0.02,1,AMG3,0.086
Rgs3,0.000148575,0.340045214,0.106,0.02,1,AMG3,0.086
Pwp1,0.00015156,0.345652445,0.106,0.02,1,AMG3,0.086
Zscan29,0.007856808,0.314971714,0.128,0.043,1,AMG3,0.085
Shmt1,0.008166891,0.279179637,0.128,0.043,1,AMG3,0.085
Flrt1,0.008517615,0.2530831,0.128,0.043,1,AMG3,0.085
Anapc10,6.35E-05,0.260366085,0.177,0.092,1,AMG1,0.085
Gm13703,0.000264177,0.29384342,0.106,0.021,1,AMG3,0.085
Kcnh4,0.000303626,0.460309533,0.106,0.022,1,AMG3,0.084
Snhg11,1.65E-09,0.51042318,0.735,0.651,4.20E-05,Homeostatic microglia,0.084
Hspa8,8.15E-08,0.52451694,0.638,0.554,0.002072114,AMG2,0.084
Akna,3.25E-06,0.278821499,0.139,0.056,0.082557833,AMG1,0.083
Btg2,0.00016675,0.751527447,0.34,0.257,1,AMG2,0.083
Neat1,0.000323102,0.343725661,0.206,0.123,1,AMG1,0.083
Nxt1,0.000403606,0.420632876,0.106,0.023,1,AMG3,0.083
Gpr34,3.38E-05,0.511549576,0.527,0.445,0.860465337,Homeostatic microglia,0.082
Lsm2,0.000603034,0.358270137,0.106,0.024,1,AMG3,0.082
St14,0.000615146,0.384266324,0.106,0.024,1,AMG3,0.082
Piga,0.000629267,0.37371975,0.106,0.024,1,AMG3,0.082
Kcnj9,0.000643688,0.387962034,0.106,0.024,1,AMG3,0.082
Polr3d,0.000643688,0.374583089,0.106,0.024,1,AMG3,0.082
Wrnip1,0.00069466,0.306756961,0.106,0.024,1,AMG3,0.082
Natd1,0.000696618,0.268792749,0.106,0.024,1,AMG3,0.082
Gm30881,0.000927412,0.352770008,0.106,0.024,1,AMG3,0.082
Pla2g12a,0.000937538,0.309989333,0.106,0.024,1,AMG3,0.082
Cst3,7.54E-18,0.812961528,0.932,0.851,1.92E-13,Homeostatic microglia,0.081
Prepl,1.77E-06,0.257986983,0.132,0.051,0.044879524,AMG1,0.081
Trim43c,0.001272805,0.315675309,0.106,0.025,1,AMG3,0.081
Eepd1,7.35E-05,0.290997673,0.165,0.085,1,AMG1,0.08
Zbtb14,0.001697453,0.296861405,0.106,0.026,1,AMG3,0.08
Usp38,1.55E-05,0.268743559,0.147,0.067,0.393620892,AMG1,0.08
Bcl2l11,1.44E-05,0.25281197,0.139,0.06,0.365491318,AMG1,0.079
Taf4b,0.001839632,0.475870558,0.106,0.027,1,AMG3,0.079
Selplg,5.63E-05,0.344968246,0.651,0.574,1,Homeostatic microglia,0.077
Fgf14,4.44E-05,0.449725294,0.445,0.368,1,Homeostatic microglia,0.077
Clstn1,0.000101766,0.593760263,0.276,0.199,1,Homeostatic microglia,0.077
Adam3,4.11E-08,0.329810933,0.104,0.027,0.001045404,AMG1,0.077
Tgfbi,0.003380384,0.295600661,0.106,0.029,1,AMG3,0.077
Prkaa2,0.00340362,0.33927615,0.106,0.029,1,AMG3,0.077
2210016F16Rik,0.003538071,0.266225253,0.106,0.029,1,AMG3,0.077
Fam114a1,8.23E-06,0.276039142,0.128,0.052,0.209326969,AMG1,0.076
Chpt1,3.34E-05,0.280057669,0.139,0.063,0.84917915,AMG1,0.076
Gcnt2,0.002134352,0.5063567,0.34,0.264,1,AMG2,0.076
Scube1,0.00424692,0.300310168,0.106,0.03,1,AMG3,0.076
Cck,7.09E-08,0.566544674,0.623,0.547,0.001803483,Homeostatic microglia,0.076
Ccnb1ip1,0.001387506,0.503052833,0.223,0.148,1,AMG2,0.075
Ctbs,5.57E-06,0.250020405,0.123,0.048,0.141719389,AMG1,0.075
Mpp7,0.000156644,0.264349216,0.16,0.085,1,AMG1,0.075
Tubgcp6,0.005574194,0.256877563,0.106,0.031,1,AMG3,0.075
Ddn,0.005621791,0.277970578,0.106,0.031,1,AMG3,0.075
Rnaseh2b,0.005669756,0.25468708,0.106,0.031,1,AMG3,0.075
Pitpnm2,0.006266382,0.381183526,0.106,0.031,1,AMG3,0.075
Adamts10,0.006397771,0.280690603,0.106,0.031,1,AMG3,0.075
Gm20045,2.14E-05,0.253637175,0.13,0.056,0.543751603,AMG1,0.074
Mif4gd,0.00810124,0.317967446,0.106,0.032,1,AMG3,0.074
Det1,0.00810124,0.274487087,0.106,0.032,1,AMG3,0.074
Trim32,0.00823179,0.263716299,0.106,0.032,1,AMG3,0.074
Tbl3,0.00823179,0.259788347,0.106,0.032,1,AMG3,0.074
Gm48383,0.00823179,0.255410672,0.106,0.032,1,AMG3,0.074
2810403D21Rik,0.000423606,0.2620769,0.169,0.096,1,AMG1,0.073
Il1rapl1,0.000118264,0.387787443,0.442,0.369,1,Homeostatic microglia,0.073
Hist1h2be,0.000163981,0.254896988,0.145,0.072,1,AMG1,0.073
Jup,0.008438423,0.346891081,0.106,0.033,1,AMG3,0.073
Ccdc28b,0.009526559,0.266084736,0.106,0.033,1,AMG3,0.073
Srgn,0.00136872,0.625519194,0.28,0.208,1,AMG2,0.072
Trp53bp2,3.14E-05,0.25167823,0.128,0.056,0.798896756,AMG1,0.072
Trim25,4.49E-05,0.277461691,0.132,0.06,1,AMG1,0.072
Cx3cr1,7.52E-06,0.384735115,0.724,0.652,0.191056771,Homeostatic microglia,0.072
Gm16599,4.09E-05,0.524551171,0.564,0.492,1,AMG2,0.072
Lilrb4a,8.21E-07,0.356136036,0.102,0.031,0.020881124,AMG1,0.071
Ell2,0.000554878,0.370315881,0.182,0.111,1,AMG1,0.071
Gm17231,0.000451126,0.552519374,0.237,0.166,1,Homeostatic microglia,0.071
Agmo,0.000224746,0.412110972,0.561,0.491,1,Homeostatic microglia,0.07
Mxi1,0.001493547,0.505117719,0.323,0.253,1,AMG2,0.07
Gpr35,1.73E-06,0.295011431,0.104,0.034,0.043858607,AMG1,0.07
Trub2,7.92E-06,0.253127793,0.11,0.041,0.201391223,AMG1,0.069
Dpp10,8.41E-07,0.376731036,0.766,0.698,0.021378457,Homeostatic microglia,0.068
Synj2,2.64E-06,0.286202901,0.104,0.036,0.067070459,AMG1,0.068
Lrp1b,8.78E-05,0.42703361,0.485,0.417,1,Homeostatic microglia,0.068
Fxr1,6.92E-05,0.523350253,0.454,0.386,1,AMG2,0.068
Fkbp5,0.000175575,0.607482605,0.475,0.407,1,AMG2,0.068
Dnajb1,0.000583464,0.620913481,0.163,0.096,1,AMG2,0.067
Parp4,1.92E-05,0.259660761,0.11,0.044,0.487532948,AMG1,0.066
Junb,0.002168803,0.454442434,0.337,0.271,1,AMG2,0.066
P4ha1,0.000102202,0.555012528,0.511,0.446,1,AMG2,0.065
Socs3,0.003833451,0.560858657,0.223,0.158,1,AMG2,0.065
Hexb,5.19E-13,0.477727536,0.941,0.877,1.32E-08,Homeostatic microglia,0.064
Siglech,0.000482518,0.330184763,0.592,0.529,1,Homeostatic microglia,0.063
Gm22146,0.001252956,0.397604019,0.145,0.084,1,AMG2,0.061
Csf1,0.000875117,0.401855589,0.134,0.074,1,AMG1,0.06
Kcnd2,0.000890919,0.465302968,0.358,0.298,1,Homeostatic microglia,0.06
Lrrc4,0.000172007,0.621928097,0.457,0.397,1,AMG2,0.06
Mt1,0.003871138,0.464351919,0.379,0.319,1,AMG2,0.06
Dtnb,0.001428624,0.493943413,0.169,0.11,1,Homeostatic microglia,0.059
Gabbr2,0.002611448,0.45658518,0.194,0.135,1,Homeostatic microglia,0.059
Sbno2,0.001968352,0.54454842,0.415,0.356,1,AMG2,0.059
Ntrk2,0.001920196,0.502378344,0.256,0.198,1,Homeostatic microglia,0.058
Sst,0.002432553,0.458374763,0.225,0.167,1,Homeostatic microglia,0.058
Plxdc2,1.56E-10,0.309050066,0.991,0.933,3.97E-06,AMG1,0.058
Csmd3,0.000954189,0.33897737,0.846,0.788,1,AMG1,0.058
Mef2d,0.004283377,0.403491075,0.34,0.283,1,AMG2,0.057
Etl4,0.000991238,0.510471835,0.304,0.247,1,Homeostatic microglia,0.057
Ubc,0.004774596,0.403170366,0.344,0.287,1,AMG2,0.057
Nrxn3,6.52E-10,0.444062638,0.814,0.757,1.66E-05,Homeostatic microglia,0.057
Kcnip4,2.06E-05,0.338103941,0.687,0.631,0.524442574,Homeostatic microglia,0.056
Cpe,0.001348708,0.492696495,0.338,0.282,1,Homeostatic microglia,0.056
Ndufa13,0.004445211,0.446916229,0.2,0.144,1,Homeostatic microglia,0.056
Slc25a5,0.00227009,0.426514475,0.135,0.079,1,AMG2,0.056
Gm41609,0.002673443,0.552118617,0.138,0.082,1,AMG2,0.056
Gcnt7,0.003053327,0.507791174,0.156,0.1,1,AMG2,0.056
Kcnip3,0.002713617,0.4774344,0.186,0.131,1,Homeostatic microglia,0.055
Ube2h,0.001817089,0.390633133,0.493,0.438,1,AMG2,0.055
Tnfaip6,0.002056737,0.489003428,0.145,0.09,1,AMG2,0.055
Scd2,0.00145806,0.522389304,0.287,0.232,1,Homeostatic microglia,0.055
Gm15764,0.006001082,0.510055246,0.273,0.219,1,AMG2,0.054
Fes,0.001392575,0.450396236,0.13,0.076,1,Homeostatic microglia,0.054
Gadd45g,0.00681045,0.45870981,0.16,0.106,1,AMG2,0.054
Gm10790,0.000716067,0.438663006,0.507,0.453,1,Homeostatic microglia,0.054
B430010I23Rik,0.004526326,0.49534877,0.408,0.354,1,AMG2,0.054
Bcl6,0.009895302,0.433062849,0.181,0.127,1,AMG2,0.054
Slc4a4,0.000239353,0.528915217,0.101,0.048,1,Homeostatic microglia,0.053
Chst1,0.001464432,0.498483311,0.127,0.074,1,Homeostatic microglia,0.053
Mcl1,0.003478669,0.527584985,0.33,0.277,1,AMG2,0.053
Nav3,4.67E-07,0.255886686,0.987,0.934,0.011860653,AMG1,0.053
Fgf12,0.000264715,0.549114785,0.394,0.343,1,Homeostatic microglia,0.051
Thy1,0.004966665,0.419725444,0.18,0.129,1,Homeostatic microglia,0.051
Plcg2,0.000875975,0.41605417,0.479,0.428,1,AMG2,0.051
Maf,0.000706641,0.316744409,0.572,0.521,1,Homeostatic microglia,0.051
Sesn1,0.009583164,0.314184153,0.301,0.251,1,Homeostatic microglia,0.05
Pex5l,0.005985388,0.420587976,0.152,0.103,1,Homeostatic microglia,0.049
AC149090.1,1.72E-06,0.474027203,0.699,0.65,0.04379007,Homeostatic microglia,0.049
Meg3,1.47E-06,0.433013817,0.758,0.71,0.037347931,Homeostatic microglia,0.048
Inhba,0.008186181,0.615690654,0.227,0.179,1,AMG2,0.048
Atp9a,0.002153857,0.425925263,0.11,0.062,1,Homeostatic microglia,0.048
Adgrb2,0.002520584,0.404144039,0.11,0.062,1,Homeostatic microglia,0.048
Spock1,0.007224948,0.428981316,0.172,0.124,1,Homeostatic microglia,0.048
Kcnh1,0.005847656,0.413913259,0.146,0.099,1,Homeostatic microglia,0.047
Pcdh9,5.11E-07,0.463366831,0.668,0.622,0.013000024,Homeostatic microglia,0.046
Cd244a,0.007677519,0.408911681,0.124,0.078,1,AMG2,0.046
Chd9,0.000433001,0.250312858,0.848,0.802,1,Homeostatic microglia,0.046
Marcks,0.004898858,0.32853179,0.459,0.414,1,Homeostatic microglia,0.045
B3galt1,0.009869525,0.425217,0.225,0.18,1,Homeostatic microglia,0.045
Notch1,0.009900244,0.418471049,0.131,0.086,1,AMG2,0.045
Sema3e,0.006344024,0.383564381,0.113,0.068,1,AMG2,0.045
Eif1,0.00767784,0.379373698,0.31,0.265,1,Homeostatic microglia,0.045
Negr1,0.002439208,0.492181411,0.33,0.286,1,Homeostatic microglia,0.044
Uckl1,0.005789506,0.393079266,0.103,0.059,1,AMG2,0.044
Ap3b1,0.007000063,0.318631871,0.507,0.463,1,AMG2,0.044
Slc8a1,4.12E-10,0.285950288,0.994,0.951,1.05E-05,AMG1,0.043
Pag1,5.25E-08,0.436359907,0.879,0.836,0.00133519,AMG2,0.043
Scand1,0.007829795,0.377917548,0.113,0.07,1,Homeostatic microglia,0.043
Tmem119,0.002939718,0.462358425,0.346,0.304,1,Homeostatic microglia,0.042
Pcdh15,2.49E-06,0.445993955,0.645,0.604,0.063320926,Homeostatic microglia,0.041
C1qa,8.31E-08,0.580644948,0.735,0.695,0.002111993,Homeostatic microglia,0.04
Lncpint,0.000801398,0.356684143,0.578,0.538,1,AMG2,0.04
Rsrp1,4.20E-06,0.422697532,0.656,0.617,0.106880576,Homeostatic microglia,0.039
Hk2,0.000417196,0.460261053,0.465,0.426,1,Homeostatic microglia,0.039
Ntpcr,0.005526114,0.520864615,0.287,0.249,1,Homeostatic microglia,0.038
Nlgn1,9.59E-05,0.382017668,0.634,0.597,1,Homeostatic microglia,0.037
Gria2,0.00133357,0.402588683,0.423,0.386,1,Homeostatic microglia,0.037
Itm2b,0.000540931,0.40013878,0.563,0.527,1,Homeostatic microglia,0.036
Etv6,0.000237911,0.275791906,0.706,0.67,1,AMG2,0.036
Serinc3,0.001305618,0.336248074,0.617,0.582,1,Homeostatic microglia,0.035
Ctnnd2,0.005074824,0.407986013,0.397,0.362,1,Homeostatic microglia,0.035
Picalm,7.41E-07,0.375248299,0.83,0.795,0.018838819,AMG2,0.035
Psap,6.08E-06,0.505048816,0.535,0.501,0.154624001,Homeostatic microglia,0.034
Ulk2,0.004375653,0.362564436,0.465,0.431,1,Homeostatic microglia,0.034
Dlg2,4.01E-06,0.390823998,0.766,0.733,0.102037537,Homeostatic microglia,0.033
Cd81,0.000258657,0.400164431,0.518,0.485,1,Homeostatic microglia,0.033
Sipa1l2,0.001475189,0.359506767,0.511,0.479,1,AMG2,0.032
Zeb2,1.25E-05,0.983969628,0.909,0.877,0.317711153,Macrophage,0.032
Comt,0.003617551,0.387894542,0.475,0.443,1,AMG2,0.032
Atp6v0c,1.17E-05,0.463957851,0.586,0.554,0.297535728,Homeostatic microglia,0.032
Syt1,1.23E-05,0.477471904,0.577,0.546,0.313050441,Homeostatic microglia,0.031
Srsf7,0.002187291,0.386895709,0.543,0.515,1,AMG2,0.028
Nrxn1,0.000828516,0.286346533,0.648,0.625,1,Homeostatic microglia,0.023
C1qb,6.37E-06,0.514401425,0.668,0.646,0.161969001,Homeostatic microglia,0.022
Med12l,0.008685125,0.378129293,0.445,0.423,1,Homeostatic microglia,0.022
Gm35188,0.002831488,0.291675308,0.673,0.653,1,Homeostatic microglia,0.02
R3hdm1,0.001967586,0.345816641,0.528,0.509,1,AMG2,0.019
Csmd1,1.46E-05,0.405424047,0.701,0.683,0.370948271,Homeostatic microglia,0.018
Arhgap45,0.000365446,0.294678774,0.701,0.683,1,Homeostatic microglia,0.018
Adgrl3,0.000489188,0.505863611,0.555,0.541,1,Homeostatic microglia,0.014
Nrg1,0.001674181,0.343559863,0.552,0.539,1,Homeostatic microglia,0.013
Gm37240,0.00386092,0.489920712,0.521,0.508,1,AMG2,0.013
Sirpa,0.003185885,0.260620901,0.625,0.614,1,Homeostatic microglia,0.011
Cadm2,0.007943057,0.295786281,0.546,0.536,1,Homeostatic microglia,0.01
Ptprd,5.31E-06,0.380078078,0.786,0.779,0.134969761,Homeostatic microglia,0.007
Snrnp70,0.007139118,0.346379971,0.532,0.529,1,Homeostatic microglia,0.003
Malat1,7.29E-25,0.33865999,1,1,1.85E-20,Homeostatic microglia,0
Gm42418,1.68E-10,0.280856332,1,1,4.26E-06,AMG2,0
AY036118,3.99E-05,0.305945764,0.904,0.904,1,AMG2,0
Malat1,0.001416984,0.382261684,1,1,1,Macrophage,0
Ssh2,0.000503109,0.336164549,0.876,0.9,1,AMG2,-0.024
Runx1,0.00879957,0.282144712,0.727,0.76,1,AMG2,-0.033
Cmss1,1.86E-05,0.347419555,0.817,0.857,0.472600609,Homeostatic microglia,-0.04
